EMPOWER VOCABULARY TRAINER - CONTENT ISSUE TRACKER,,,,,,,,,,,,,
Log every content issue you find. One row per issue. Be specific.,,,,,,,,,,,,,
,,,,,,,,,,,,,
Reviewer Name,Date,Level,Unit,Word / Phrase,Issue Type,Game Affected,Current Content,Issue Description,,Suggested Fix,Priority,Status,
Parisa,2026-03-08,B2,8,take pleasure in,POS,Listening,She _____ helping other people.,the options are not correct tense,,A) takes pleasure in B) takes an interest in C) takes this warning seriously D) takes pride in,Medium,Fixed,
Parisa,2026-03-08,B2,8,broke into,POS,Fill in Blank,"Someone broke into their house last night.
",the options are not correct tense,,A) kept to B) broke into C) stayed up D) died out,Medium,Fixed,
Parisa,2026-03-08,B2,8,burgle,POS,Fill in Blank,Someone burgled our neighbours' house.,the options are not correct tense,,A) burgled B) deteriorated C) tackled D) pursued,Medium,Fixed,
Parisa,2026-03-08,B2,8,make a living,POS,Fill in Blank,He makes a living by teaching English.,the options are not correct tense,,A) makes a living B) makes a difference C) makes up his mind D) makes the best of,Medium,Fixed,
Parisa,2026-03-08,B2,8,pay off,POS,Fill in Blank,She finally paid off her student loan.,the options are not correct tense,,A) paid off B) broke up C) looked up to D) sat down,Medium,Fixed,
Parisa,2026-03-08,B2,8,lie,POS,Fill in Blank,She lied about her age.,the options are not correct tense,,A) encouraged B) led C) lied D) mentioned,Medium,Fixed,
Parisa,2026-03-08,B2,8,be arrested,POS,Fill in Blank,The man was arrested outside his house.,the options are not correct tense,,A) was arrested B) focused on C) couldn’t face D) faced the fact,Medium,Fixed,
Parisa,2026-03-08,B2,8,murderer,POS,Fill in Blank,The murderer was caught by the police.,2 possible correct answer,,A) murderer B) bribery C) student D) security,Medium,Fixed,
Parisa,2026-03-08,B2,8,accuse,POS,Fill in Blank,He was accused of stealing the car.,the options are not correct tense,,A) managed B) kept C) lost D) accused,Medium,Fixed,
Parisa,2026-03-08,B2,8,break into,POS,Fill in Blank,Someone broke into their house last night.,the options are not correct tense,,A) broke into B) picked up C) looked down on D) drank up,Medium,Fixed,
Parisa,2026-03-08,B2,8,put aside,POS,Fill in Blank,I put aside some money every month.,the options are not correct tense,,A) put aside B) look into C) come up with D) add up,Medium,Fixed,
Parisa,2026-03-08,B2,8,witness,POS,Fill in Blank,The witness ____________,wrong blank,,A) witness B) judge C) security D) suspect,Medium,Fixed,
Parisa,2026-03-08,B2,7,viewer,POS,Fill in Blank,Each episode gets millions of _____.,the options are not correct form,,A) referees B) editors C) directors D) viewers,Medium,Fixed,
Parisa,2026-03-08,B2,7,semi-detached house,POS,Fill in Blank,The family moved into a semi-detached house.,the options are too similiar,,A) shop B) terrace C) semi-detached house D) warehouse,Medium,Fixed,
Parisa,2026-03-08,B2,7,calm down,POS,Fill in Blank,____,The example is missing,,He calmed down after a few minutes.,Medium,Fixed,
Parisa,2026-03-08,B2,10,inexperienced,DEF,Match,having or not having much experience,def is not correct,,not having too much experience,Medium,Fixed,
Parisa,2026-03-08,B2,10,dishonest,DEF,Match,honest or not honest,def is not correct,,not honest,Medium,Fixed,
Parisa,2026-03-08,B2,10,unfortunate,DEF,Match,lucky or unlucky,def is not correct,,unlucky,Medium,Fixed,
Parisa,2026-03-08,B2,10,unexpected,DEF,Match,"happening or not happening when you think it will
",def is not correct,,not happening when you think it will,Medium,Fixed,
Parisa,2026-03-08,B2,10,illigal,DEF,Match,allowed or not allowed by law,def is not correct,,not allowed by law,Medium,Fixed,
Parisa,2026-03-08,B2,10,impossible,DEF,Match,"able or not able to happen or be done
",def is not correct,," not able to happen or be done
",Medium,Fixed,
Parisa,2026-03-08,B2,10,impolite,DEF,Match,polite or not polite,def is not correct,,not polite,Medium,Fixed,
Parisa,2026-03-08,B2,10,dissatisfied ,DEF,Match,happy or unhappy about something,def is not correct,,unhappy about something,Medium,Fixed,
Parisa,2026-03-08,B2,10,irrelevant,DEF,Match,coonected or not connected to the subject,def is not correct,,not connected to the subject,Medium,Fixed,
Parisa,2026-03-08,B2,10,informal,DEF,Match,serious and official or relaxed and friendly,def is not correct,, relaxed and friendly,Medium,Fixed,
Parisa,2026-03-08,B2,10,work on,POS,Fill in Blank,I'm _____ my pronunciation.,the options are not correct tense,,A) resulting in B) working on C) coming up with D) clearing up,Medium,Fixed,
Parisa,2026-03-08,B2,10,mention,POS,Fill in Blank,He mentioned your name in the meeting.,the options are not correct tense,,A) mentioned B) revived C) searched D) decreased,Medium,Fixed,
Parisa,2026-03-08,B2,10,tackle,POS,Fill in Blank,The government is tackling air pollution in the city.,the options are not correct tense,,A) performing B) killing C) sentencing D) tackling,Medium,Fixed,
Parisa,2026-03-08,B2,10,overcome,POS,Fill in Blank,He overcomes his fear of flying.,the options are not correct tense,,A) discovers B) overcomes C) admires D) represents,Medium,Fixed,
Parisa,2026-03-08,B2,10,overcomes,POS,Match,,it should be overcome not overcomes,,overcome,Medium,Fixed,
Parisa,2026-03-08,B2,7,slow down,POS,Fill in Blank,Traffic slows down in bad weather.,the options are not correct tense,,A) works on B) keeps to C) slows down D) looks up,Medium,Fixed,
Parisa,2026-03-08,B2,10,stuck with,POS,Fill in Blank,"We're stuck with this old printer until we get a new one.
",the phrase is not in blank,,A) resulting in B) working on C) coming up with D) clearing up,Medium,Fixed,
Bihter,2026-03-11,B1,6,improve,EX,Listening,"
Her English has _____ a lot.",,,He is studying hard and her English will definetely _____ a lot.,Medium,Fixed,
Bihter,2026-03-11,B1,6,lie,EX,Listening,He _____ about his age.,,,He may _____ about his age because he is under 18 and not allowed to drive a car.,Medium,Fixed,
Bihter,2026-03-11,B1,6,murder,EX,Listening,"He went to prison because he _____ a man.
",,,He went to prison because he tried to _____ a man.,Medium,Fixed,
Bihter,2026-03-11,B1,6,terrible,DEF,Listening,"The food was _____.
awful
horrible
terrible
unusual
",three possible correct answers. Also the ex. sentence is corrected.,,"The food was_______ so I couldnt finish it.
delicious
tasty
busy                                                                                                               terrible",Medium,Fixed,
Bihter,2026-03-11,B1,6,destroy,EX,Listening,The fire _____ their house.,,,The fire could _____ their house.,Medium,Fixed,
Bihter,2026-03-11,B1,6,hurt,EX,Listening,I _____ my back lifting the box.,,,I was lucky that I didnt ____ my back liftinf the box.,Medium,Fixed,
Bihter,2026-03-11,B1,6,borrow from,EX,Listening,I often borrow from my friends.,the word is already given in the sentence. ,,I often _________my friends.,Medium,Fixed,
Bihter,2026-03-08,B1,6,shark,EX,Fill in Blank,We saw shark at the aquarium.,article problem,,We saw a shark at the aquarium.,Medium,Fixed,
Bihter,2026-03-11,B1,6,murder,DEF,Fill in Blank,"He went to prison because he __a man.
kill
like
affect
murder",two possible correct answers,,"He went to prison because he __a man.
reply
destroy
affect
murder",Medium,Fixed,
Bihter,2026-03-11,B1,6,amazing,DEF,Fill in Blank,"The view from the hotel was ____.
wonderful
magnificent
delicious
amazing",three possible correct answers,,"amazing ✅
crowded
noisy
expensive",Medium,Fixed,
Abdulrauf,2026-03-11,B1,12,serious,DEF,Match,“very quiet and not joking; showing something is important”,"Definition incorrectly includes “very quiet,” which is not part of the meaning of “serious.”",, “not joking; thinking or speaking sincerely about something important.”,Medium,Fixed,
Yeşim,2026-04-05,B1+,1,put my feelings into words,PHV,Multiple Choice,It's hard to put my feelings into words.,the phrase is not underlined in the question.,,It' hard to put my feelings into words.,Medium,Fixed,
Yeşim,2026-04-05,B1,All units,ying and yang,DEF,Multiple Choice,"In yin and yang, yin is the dark, quiet side.",the phrase is not underlined in the question.,,the word 'yin' should be underlined in the question.,Medium,Fixed,
Yeşim,2026-04-05,B1,All units,works,SPL,Fill in Blank,Biology explains how the body w,the word 'works' is missing the entire letters.,,Biology explains how the body works.,Medium,Fixed,
Yeşim,2026-04-05,B1,All units,yin and yang,DEF,Fill in Blank,"In yin and yang, yin is the dark, quiet side.",answer is in the question.,,"In yin and yang, _________ is the dark, quiet side.",Medium,Fixed,
Yeşim,2026-04-05,B1,All units,yin and yang,SPL,Fill in Blank,d) ying,spelling mistake,,yin,Medium,Fixed,
Yeşim,2026-04-06,B1,All units,bottle,EX,Fill in Blank,There's bottle of water on the table.,There must be 'a' before bottle.,,There is a bottle of water on the table,Medium,Fixed,
Yeşim,2026-04-06,B1,All units,sometimes,DEF,Fill in Blank,on some days or at some times,answer is in the question.,on some days (leave some times out ),on some days (leave the entire part out),Medium,Fixed,
Yeşim,2026-04-06,B1,All units,hurt,DEF,Fill in Blank,I was lucky that I didnt hurt my back lifting the box.,target word is already given in the question.,,I was lucky that I didnt _________my back lifting the box.,Medium,Fixed,
Yeşim,2026-04-08,B1+,2,grade,DEF,Fill in Blank,My final grade was B+.,"in the options, there is a very similar word for grade,which is mark. One is American, other is British. Option should be changed",,a) grade b) point c)CV  d) qualification,Medium,In Progress,
Yeşim,2026-04-08,B1+,2,make a suggestion,EX,Fill in Blank,I'd like to make a suggestion about the project.,"all options except the answer is in gerund form. So, it is easy to guess the answer.",,a)get older   b) get old   c)be away  d) make a suggestion,High,Fixed,checked
Yeşim,2026-04-08,B1+,2,Employers,SPL,Fill in Blank,Employers must treat staff fairly.,only the answer starts with a capital letter so it makes it easy to guess the answer.,,a) employers  b)optimist   c)business contacts  d)sister,Low,Fixed,
Abdulrauf,2026-04-10,B2,5,realistic,DEF,Match,accepting things as they are and not dreaming too much,Definition is correct but informal and slightly unclear.,,accepting things as they are and not expecting impossible results,Medium,Fixed,
Abdulrauf,2026-04-10,B2,5,critical,DEF,Match,very important or showing disapproval,"Definition combines two different meanings of “critical,” causing ambiguity and possible confusion for learners.",,"Use only one meaning, e.g. “very important” or “showing disapproval of someone or something.”",Medium,Fixed,
Abdulrauf,2026-04-10,B2,5,reliable / responsible,DEF,Match,"Definitions for “reliable” and “responsible” both rely on “trusted,” creating semantic overlap.",Definitions are too similar and do not clearly distinguish reliability (dependability) from responsibility (doing the right thing).,,"reliable → “can be depended on to do things well or on time”
responsible → “showing good judgement and caring about your duties”",Medium,Fixed,
Abdulrauf,2026-04-10,B2,5,carbon footprint,DEF,Multiple Choice,the amount of carbon dioxide a person or activity produces,"Definition is simplified and incomplete; carbon footprint includes total greenhouse gas emissions, not only carbon dioxide",,"the total amount of greenhouse gases, especially carbon dioxide, produced by a person or activity.",Medium,Fixed,
Hicran,2026-04-09,B1+,3,,DEF,,Students cannot view correct answers for incorrectly answered questions in the class mode.,,,Students cannot view correct answers for incorrectly answered questions in the class mode.,Medium,Fixed,
Hicran,2026-04-09,B1+,3,,DEF,,No real-time scoring; students want to see their scores update instantly during the class mode.,,,No real-time scoring; students want to see their scores update instantly during the class mode.,Medium,Fixed,
Hicran,2026-04-09,B1+,3,,DEF,Multiple Choice,"Errors in hint sections (e.g., incorrect first letters).",,,"Errors in hint sections (e.g., incorrect first letters).",Medium,Fixed,
Hicran,2026-04-09,B1+,3,,EX,,,,,Multiple-choice issues persist: question prompts and answer options are identical or too similar.,Medium,Won't Fix,
Hicran,2026-04-09,B1+,3,,DEF,,Listening mode: some students still experience poor audio quality or no sound.,,,Listening mode: some students still experience poor audio quality or no sound.,Medium,Won't Fix,
Hicran,2026-04-09,B1+,3,,EX,,"In the assignment/test section, correct answers are not displayed for some students.",,,"In the assignment/test section, correct answers are not displayed for some students.",Medium,check it out agian please ,
Hicran,2026-04-09,B1+,3,,EX,,Teacher dashboard shows “error loading assignment.”,,,Teacher dashboard shows “error loading assignment.”,Medium,check it out agian please ,
Hicran,2026-04-09,B1+,3,,EX,,Completed assignments are not marked as “done” despite being finished by students.,,,Completed assignments are not marked as “done” despite being finished by students.,Medium,check it out agian please ,
Yeşim,2026-04-13,B1+,3,appearance,SPL,Match,appereance,the word is misspelled,,appearance is the correct word.,Medium,Fixed,
Yeşim,2026-04-13,B1+,3,city center,EX,Multiple Choice,We met in the city center.,the phrase should be asked together.,,We met in the city center.,Medium,Fixed,
Yeşim,2026-04-13,B1+,3,feel,DEF,Multiple Choice,started something,"all options are in infinitive form, only one option is in past form.",,to start something,Medium,check it out agian please ,
Yeşim,2026-04-13,B1+,3,lose,DEF,Multiple Choice,"If you lose your key, call me.","all options are in infinitive form, only one option is in past form.",,to start something,Medium,check it out agian please ,
Yeşim,2026-04-13,B1+,3,,,Listening,,the missing words parts are double lined.,,There should be only one line for all missing words.,Medium,In Progress,
Yeşim,2026-04-13,B1+,3,visit,DEF,Fill in Blank,We will visit your home next week.,target word is already given,,We will _______your home next week.,Medium,In Progress,
Yeşim,2026-04-13,B1+,3,possibly,DEF,Fill in Blank,I will possibly come on Friday.,there is 'maybe' in the option which very close to the answer.,,"instead of maybe, the option can be : definitely",Medium,In Progress,
Yeşim,2026-04-13,B1+,3,baseball,DEF,Fill in Blank,I watch baseball on TV.,target word is already given,,I watch__________ on TV.,Medium,Fixed,
Yeşim,2026-04-13,B1+,3,baseball,SPL,Fill in Blank,basebool,misspelled word in the options,,baseball,Medium,Fixed,
Yeşim,2026-04-14,B1,all units,,,Listening,,all the blanks have two lines,,blanks should have only one line.,Medium,Fixed,
Yeşim,2026-04-14,B1,all units,Jogging,SPL,Fill in Blank,Jogging in the morning helps me relax.,"the answer starts with a capital letter but other distractors dont, so it is easy to guess the answer.",,Make the word 'Jogging' - jogging or make them all start with capital letters.,Medium,Fixed,
Yeşim,2026-04-14,B1+,4,aim,DEF,Multiple Games,His main aim is to get a better job.,two options are nearly the same and can be both the answer.,,something you want to achieve or do must be taken out. something you should do can be a distractor instead.,High,In Progress,
Yeşim,2026-04-14,B1+,4,promis,SPL,Fill in Blank,promis,spelling mistake,,promise,High,In Progress,
Yeşim,2026-04-14,B1+,4,harmful,DEF,Fill in Blank,Smoking is harmful to your health.,only the answer is in adjective form so that it is to find the answer.,,Change all the distractors into adjectives. a)harmful b)boring c)terrifying d)disappointing,High,In Progress,
Yeşim,2026-04-14,B1+,4,,DEF,Fill in Blank,I think your idea is _____.,answer and one of the distractors are adjectives but ot other,,a)disappointing b)satisfying c)brilliant d)harmless,High,In Progress,
Yeşim,2026-04-14,B1+,5,include,EX,Listening,Tax is include in the price.,"all options are in infinitive form, but the sentence needs past participle of verbs..",,a)adapted b)prevented c)disappeared d)included,High,In Progress,
Yeşim,2026-04-14,B1+,5,primates,,Listening,Primates are very intelligent animals.,The answer is given in the question and the option primates are misspelled,,____________ are very intelligent animals. a)scales b)speacies c)primates d)sharks,Medium,Fixed,
Yeşim,2026-04-14,B1+,5,Biodiversity,SPL,Fill in Blank,Biodiversity is important for a healthy planet.,Only the answer starts with a capital letter,,All options shoud start either with capital letter or otherwise. a)environment b)climate change c)deforestation d) biodiversity,Medium,Fixed,
Yeşim,2026-04-14,B1+,5,Long-term,DEF,Fill in Blank,Long-term plans are needed for the project.,only the answer is in adjective form and starts with capital letter so that it is to find the answer.,,a)extinct b)fascinating c)amusing d) long-term,High,Fixed,
Yeşim,2026-04-14,B1+,5,extinct,DEF,Fill in Blank,Dinosaurs are extinct animals.,two options are not in the correct form,,a)extinct b)fascinating c)amusing d) long-term,High,Fixed,
Yeşim,2026-04-14,B1+,5,Climate change,SPL,Fill in Blank,Climate change is affecting many countries.,Only the answer starts with a capital letter,,All options shoud start either with capital letter or otherwise. a)environment b)climate change c)deforestation d) biodiversity,Medium,Fixed,
Yeşim,2026-04-14,B1+,5,petals,DEF,Fill in Blank,The petals of the rose were very bright,all options are singular so that it is easy to find the answer,,a)danger b)rivers c)presents d)petals,Medium,Fixed,
Yeşim,2026-04-14,B1+,5,Deforestation,DEF,Fill in Blank,Deforestation is a serious problem in some countries.,Only the answer starts with a capital letter,,a)climate change b)environment c)deforestation d)biodiversity,Medium,Fixed,
Yeşim,2026-04-15,B1,all units,Mosquito,DEF,Fill in Blank,Mosquitoes are common in summer.,answer is slready given ,,____________ are common in summer.,,,
Yeşim,2026-04-15,B1,all uints,mosquitos,SPL,Fill in Blank,mosquitos,there is spelling mistake and also only this option is plural which makes it easy to guess the answer,,a)mosquitoes b)whales c)spiders d)bees,,,
Yeşim,2026-04-15,B1,all units,just about,EX,Fill in Blank,I am just about finishing my homework in time.,"after 'just about', we use infinitive not gerund",,I am just about to finish my homework.,,,
Yeşim,2026-04-15,B1,all units,allergic to,,Fill in Blank,I am allergic to nuts.,"all answers except form the answer are verbs, also suffer from shows up in two options",,All options should be changed. a) allergic to b)interested in c)good at d)afraid of,,,
Yeşim,2026-04-15,B1,all units,give someone a lift,DEF,Listening,I can give you a lift to the station.,The answer is already given in the question and the definition also gives the answer ,,I can _______________to the station. From the definition please take out 'to give someone a lift',,,
